epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.30747582783040245,0.3016065948388793,0.9109195402298851,0.0,0.0,0.0
2,0.27607034859165813,0.34051391516219487,0.9109195402298851,0.0,0.0,0.0
3,0.26453508449751034,0.28856687112288043,0.9080459770114943,0.0,0.0,0.0
4,0.258550806918688,0.27003279057416046,0.9080459770114943,0.0,0.0,0.0
5,0.250618077814579,0.2811574898660183,0.9109195402298851,0.0,0.0,0.0
6,0.24579149693773503,0.2641920264471661,0.9109195402298851,0.0,0.0,0.0
7,0.24536196028062127,0.2620188214562156,0.9080459770114943,0.0,0.0,0.0
8,0.2396649875792495,0.2655672681602565,0.9051724137931034,0.45,0.2903225806451613,0.3529411764705882
9,0.23835713311768414,0.27745318853042344,0.9109195402298851,0.0,0.0,0.0
10,0.24129058035057888,0.463531957431273,0.7586206896551724,0.2087912087912088,0.6129032258064516,0.3114754098360656
11,0.2398077526636291,0.2699133374474265,0.9109195402298851,0.5,0.03225806451612903,0.06060606060606061
12,0.2360724461706061,0.2561759796332229,0.9080459770114943,0.0,0.0,0.0
13,0.23234513846405766,0.2316425083713098,0.9137931034482759,0.5714285714285714,0.12903225806451613,0.2105263157894737
14,0.23477579496408763,0.23368147828362204,0.9080459770114943,0.4444444444444444,0.12903225806451613,0.19999999999999998
15,0.2331341384795674,0.23009137944741684,0.9252873563218391,1.0,0.16129032258064516,0.27777777777777773
16,0.22492134891319693,0.24530066448179158,0.9080459770114943,0.0,0.0,0.0
17,0.2274685140960572,0.3004455281929536,0.9080459770114943,0.4883720930232558,0.6774193548387096,0.5675675675675677
18,0.22940076149085112,0.2597906965423714,0.9080459770114943,0.0,0.0,0.0
19,0.2220558123499678,0.22939748181538147,0.9166666666666666,0.6666666666666666,0.12903225806451613,0.2162162162162162
20,0.22184270718380025,0.24213086542758075,0.9109195402298851,0.5,0.03225806451612903,0.06060606060606061
21,0.21950933879666162,0.28549686074256897,0.8879310344827587,0.4090909090909091,0.5806451612903226,0.4800000000000001
22,0.21907814363377137,0.22821952876719562,0.9195402298850575,0.5789473684210527,0.3548387096774194,0.44000000000000006
23,0.21490772408351563,0.3257372917776758,0.9022988505747126,0.2857142857142857,0.06451612903225806,0.10526315789473685
24,0.21701656373446448,0.41882432624697685,0.9109195402298851,0.0,0.0,0.0
25,0.21564718721467152,0.23111250522461804,0.9195402298850575,1.0,0.0967741935483871,0.17647058823529413
